chromosome,context,pos,mC,uC,coverage,N,Sx,Sx2,log_x_sum,log_1_minus_x_sum,alpha,beta,sum_mC,sum_uC,sum_cov,sum_cov2,sum_mC2,sum_uC2,Sx3,Sx4,count_zero,count_one,mean,variance
1,CG,1055276,983,36,1019,79,76.63089752197266,74.51648712158203,0.0,2.3650127688656753e-21,11.014593477417154,0.34052453443248004,2103940788516814848,2103941888028442624,2103942987540070400,4.9579024361602595e-168,4.958937488860919e-168,4.959972541561579e-168,0.0,2.3653746603836672e-21,0,489863680,0.9700113610376285,0.002354434855875663
1,CG,1055277,702,16,718,62,60.71024703979492,59.66437911987305,0.0,2.6814322556333245e-39,4.626317375643209,0.0982833511807792,8218570244751360,8218574539718656,8218578834685952,4.0605195818521053e-308,4.060521703847896e-308,4.060523825843687e-308,0.0,2.6814420647225748e-39,0,1913542,0.9791975328999181,0.003558278635431239
1,CG,1055294,967,50,1017,78,74.35677337646484,71.26637268066406,-2097152.0,1.0473304722363683e-41,7.587996813968687,0.3717857937700767,32103991345152,32104008122368,32104024899584,1.58615040851625e-310,1.58615123742085e-310,1.58615206632546e-310,-34359738368.0,1.0473304722363683e-41,3523215360,7474,0.9532919663649339,0.0049695841047028575
1,CG,1055295,683,13,696,61,59.86090087890625,58.86793518066406,2.491287887096405e-08,4.0637655465419695e-44,7.659970171265099,0.14576234506298721,125407002624,125407068160,125407133696,6.19593888817e-313,6.1959421261e-313,6.195945364e-313,2.5727786123752594e-08,4.0637655465419695e-44,853409792,29,0.9813262439164959,0.0020810360618220614
1,CG,1055299,912,63,975,75,70.26335144042969,66.28163146972656,2.3674943107033343e-21,0.0,8.062640799893613,0.543525111572949,489874176,489874432,489874688,2.420303806e-315,2.42030507e-315,2.420306336e-315,2.3678562022213263e-21,0.0,489875968,0,0.9368446858723959,0.006159244069938705
1,CG,1055300,650,23,673,63,60.84714889526367,59.04155349731445,2.681499517959612e-39,0.0,6.255362794205112,0.22132285483435823,1913583,1913584,1913585,9.45437e-318,9.454376e-318,9.45438e-318,2.6815093270488624e-39,0.0,1913590,0,0.9658277602422805,0.004414321978602987
1,CG,1055306,867,51,918,71,66.99031829833984,63.71843719482422,1.0473304722363683e-41,-6.64613997892458e+35,5.938771072593069,0.3554630326441544,18158513697557847346,18230571291595775282,18302628885633703218,-5.486124068802793e+303,3.6926e-320,7.291122019568499e-304,1.0474706020828008e-41,9.4039548065783e-38,7475,50331648,0.9435256098357725,0.007305089561294409
1,CG,1055307,764,31,795,70,67.07502746582031,64.68160247802734,4.0637655465419695e-44,3.14321368932724e-08,5.509166884331843,0.24024085314157023,3677189095748010013,3677470570724720669,3677752045701431325,8.204170532336497e-63,8.508028700200811e-63,8.811886868065125e-63,4.0637655465419695e-44,3.306195139884949e-08,29,856621056,0.9582146780831473,0.005932269963015463
1,CG,1055313,854,65,919,72,66.684814453125,62.92919921875,0.0,2.370027551329278e-21,2.9258609625632275,0.23320892511912905,2104047441144709120,2104048540656336896,2104049640167964672,5.058302548124256e-168,5.059337600824916e-168,5.060372653525576e-168,0.0,2.37038944284727e-21,0,489888512,0.926177978515625,0.01643933198401626
1,CG,1055314,646,69,715,65,58.450496673583984,53.738704681396484,0.0,2.681568181584364e-39,3.52830778003082,0.39535444276857723,8218986856579072,8218991151546368,8218995446513664,4.060725415443829e-308,4.06072753743962e-308,4.060729659435411e-308,0.0,2.6815779906736143e-39,0,1913639,0.8992384103628305,0.01840270262070165
1,CG,1055362,767,106,873,67,58.743263244628906,52.42329025268555,4.547473508864641e-13,1.0474706020828008e-41,5.9248559988777,0.832775940493693,32105618735104,32105635512320,32105652289536,1.586230812263e-310,1.5862316411676e-310,1.58623247007223e-310,7.450580596923828e-09,1.0474706020828008e-41,855638016,7475,0.8767651230541628,0.013927967051597039
1,CG,1055363,757,110,867,70,61.35185241699219,54.912105560302734,4.260800778865814e-08,4.0637655465419695e-44,4.86790517129236,0.6861791565035705,125413359616,125413425152,125413490688,6.1962529653e-313,6.1962562032e-313,6.1962594411e-313,4.423782229423523e-08,4.0637655465419695e-44,859766784,29,0.8764550345284599,0.016521241040331574
1,CG,1055435,696,48,744,62,58.39290237426758,55.403717041015625,2.372509093166937e-21,0.0,6.7727912558371965,0.41837480695731727,489899008,489899264,489899520,2.42042649e-315,2.420427757e-315,2.42042902e-315,2.372870984684929e-21,0.0,489900800,0,0.9418210060365738,0.006689425926024519
1,CG,1055436,767,52,819,67,63.014835357666016,59.69358444213867,2.6816354439106516e-39,0.0,7.194335027128011,0.45498190088863855,1913680,1913681,1913682,9.45485e-318,9.454855e-318,9.45486e-318,2.681645252999902e-39,0.0,1913687,0,0.940519930711433,0.006467816026579824
1,CG,1055445,653,35,688,56,52.943172454833984,50.40634536743164,1.0474706020828008e-41,1.4411518807585587e+17,6.653346674586598,0.38415025846374334,6701356245527305523,6773413839565233459,6845471433603161395,2.68156158599297e+154,1.757388200996353e+159,1.15172193140497e+164,1.0474706020828008e-41,2.3611832414348226e+21,7475,1677721600,0.9454137938363212,0.006420724348662335
1,CG,1055446,808,35,843,68,65.23866271972656,62.93608093261719,4.0637655465419695e-44,5.4016709327697754e-08,6.265307037302477,0.2651897689685716,3704492168488943645,3704773643465654301,3705055118442364957,5.445138368128519e-61,5.63960759556168e-61,5.8340768229948404e-61,4.0637655465419695e-44,5.564652383327484e-08,29,862978048,0.9593920988195083,0.005173483309861308
1,CG,1055493,667,43,710,62,58.42403030395508,55.5703125,0.0,2.3750423337928807e-21,5.1122166486903655,0.312904325843736,2104154093772603392,2104155193284231168,2104156292795858944,5.158702660088253e-168,5.159737712788913e-168,5.160772765489573e-168,0.0,2.3754042253108727e-21,0,489913344,0.9423230694186303,0.008459031740491486
1,CG,1055494,803,36,839,65,62.1899299621582,59.88706588745117,0.0,2.6817041075354035e-39,5.609572320001902,0.2534701536267336,8219403468406784,8219407763374080,8219412058341376,4.0609312490355525e-308,4.0609333710313435e-308,4.0609354930271344e-308,0.0,2.6817139166246538e-39,0,1913736,0.9567681532639724,0.006026897592832592
1,CG,1055502,648,76,724,62,55.42741012573242,50.24526596069336,-9.860761315262648e-32,1.0474706020828008e-41,6.5563459365365535,0.7774523979548124,32107246125056,32107262902272,32107279679488,1.5863112160098e-310,1.5863120449144e-310,1.586312873819e-310,-1.6155871338926322e-27,1.0474706020828008e-41,2483027968,7475,0.8939904858989101,0.011371945086420778
1,CG,1055503,827,63,890,70,64.78923797607422,60.555877685546875,7.078051567077637e-08,4.0637655465419695e-44,6.538355975873647,0.5258561156495171,125419716608,125419782144,125419847680,6.19656704244e-313,6.19657028035e-313,6.19657351826e-313,7.404014468193054e-08,4.0637655465419695e-44,866123776,29,0.925560542515346,0.008543701960228443
1,CG,1055513,640,25,665,56,53.82353973388672,52.09287643432617,2.3775238756305398e-21,0.0,4.505706351727386,0.18219706273117556,489923840,489924096,489924352,2.42054918e-315,2.420550443e-315,2.42055171e-315,2.3778857671485317e-21,0.0,489925632,0,0.96113463810512,0.0065674191029166515
1,CG,1055514,864,38,902,71,68.05657196044922,65.51426696777344,2.681771369861691e-39,0.0,8.594893181565142,0.3717267687573916,1913777,1913778,1913779,9.45533e-318,9.455334e-318,9.45534e-318,2.6817811789509414e-39,0.0,1913784,0,0.9585432670485805,0.0039871162382516855
1,CG,1055555,669,122,791,67,57.020484924316406,49.547813415527344,1.0474706020828008e-41,-0.03125,6.126675248917039,1.0722681171782078,13690942867206315315,13763000461244243251,13835058055282171187,-131072.00000021755,-8589934592.014257,-562949953422246.4,1.0474706020828008e-41,-512.0,7475,3305111552,0.8510520137957672,0.015460831713282974
1,CG,1055556,1076,147,1223,85,75.26634979248047,67.61016082763672,4.0637655465419695e-44,9.359791874885559e-08,6.94794200529152,0.898526862643151,3731795241229877277,3732076716206587933,3732358191183298589,3.609348861159475e-59,3.733809166716698e-59,3.8582694722739207e-59,4.0637655465419695e-44,9.685754776000977e-08,29,869335040,0.8854864681468291,0.011462221185587802
1,CG,1055603,86,713,799,68,7.453975200653076,3.340559959411621,0.0,2.3800571162564834e-21,0.17444299135856345,1.4169392031170795,2104260746400497664,2104261845912125440,2104262945423753216,5.25910277205225e-168,5.26013782475291e-168,5.26117287745357e-168,0.0,2.3804190077744754e-21,0,489938176,0.10961728236254524,0.037663812762958555
1,CG,1055604,188,1141,1329,84,10.82717514038086,5.493993282318115,0.0,2.681840033486443e-39,0.16419665643913992,1.1096830917000946,8219820080234496,8219824375201792,8219828670169088,4.061137082627276e-308,4.061139204623067e-308,4.061141326618858e-308,0.0,2.6818498425756933e-39,0,1913833,0.1288949421473912,0.049378616493723514
1,CG,1055609,760,66,826,69,63.5118522644043,58.97870635986328,-2.4758800785707605e+27,1.0474706020828008e-41,7.91770245874397,0.6841797124602219,32108873515008,32108890292224,32108907069440,1.58639161975655e-310,1.58639244866116e-310,1.58639327756576e-310,-4.056481920730334e+31,1.0474706020828008e-41,4110417920,7475,0.9204616270203522,0.007624757198433376
1,CG,1055610,1281,57,1338,86,82.5447998046875,79.63261413574219,1.1594966053962708e-07,4.0637655465419695e-44,6.823846517284293,0.28563587137035257,125426073600,125426139136,125426204672,6.1968811196e-313,6.1968843575e-313,6.1968875954e-313,1.1920928955078125e-07,4.0637655465419695e-44,872480768,29,0.9598232535428779,0.004755244990135519
1,CG,1055638,930,43,973,77,73.31207275390625,70.28892517089844,2.3825386580941425e-21,0.0,5.8075605830354675,0.2921464378644979,489948672,489948928,489949184,2.420671865e-315,2.42067313e-315,2.420674395e-315,2.3829005496121345e-21,0.0,489950464,0,0.9521048409598214,0.0064229710671799166
1,CG,1055639,1300,59,1359,85,81.24689483642578,78.0948486328125,2.6819072958127306e-39,0.0,6.828005590427097,0.31541172237952964,1913874,1913875,1913876,9.45581e-318,9.455814e-318,9.45582e-318,2.681917104901981e-39,0.0,1913881,0,0.9558458216050092,0.005182662917063295
1,CG,1055649,938,29,967,72,70.05393981933594,68.39482116699219,1.0476107319292332e-41,6.776263578034403e-21,6.779349067323693,0.18832661381736013,2233785415175773492,2305843009213701428,2377900603251629364,6.406665904596558e-145,4.1986725672364e-140,2.751642053664047e-135,1.0476107319292332e-41,1.1102230246251565e-16,7476,637534208,0.9729713863796658,0.0033005946424680133
1,CG,1055650,1376,51,1427,86,82.8331527709961,80.17899322509766,4.0637655465419695e-44,1.5832483768463135e-07,6.368184352101516,0.2434661279281911,3759098313970810909,3759379788947521565,3759661263924232221,2.3896378666986866e-57,2.4692924622553092e-57,2.54894705781194e-57,4.0637655465419695e-44,1.648440957069397e-07,29,875692032,0.9631761950115825,0.004659674333135446
1,CG,1055686,1019,37,1056,74,71.16461944580078,68.8653335571289,0.0,2.385071898720086e-21,5.0900184894008405,0.20279936234821305,2104367399028391936,2104368498540019712,2104369598051647488,5.359502884016247e-168,5.360537936716907e-168,5.361572989417567e-168,0.0,2.385433790238078e-21,0,489963008,0.9616840465648754,0.005855539126599751
1,CG,1055687,1287,57,1344,88,84.54351043701172,81.49968719482422,0.0,2.6819759594374825e-39,10.42975797973447,0.426411789800293,8220236692062208,8220240987029504,8220245281996800,4.061342916219e-308,4.0613450382147907e-308,4.0613471602105817e-308,0.0,2.6819857685267328e-39,0,1913930,0.9607217095114968,0.0031827737893706525
1,CG,1055780,901,70,971,76,70.52888488769531,66.1054916381836,536870912.0,1.0476107319292332e-41,6.183175354325083,0.47964552646684105,32110500904960,32110517682176,32110534459392,1.5864720235033e-310,1.5864728524079e-310,1.58647368131253e-310,8796093022208.0,1.0476107319292332e-41,1442840576,7476,0.9280116432591489,0.00871820368424153
1,CG,1055781,885,74,959,76,70.00045013427734,65.28475952148438,2.0302832126617432e-07,4.0637655465419695e-44,5.277973225358779,0.45236085617659905,125432430592,125432496128,125432561664,6.1971951967e-313,6.1971984346e-313,6.19720167253e-313,2.0954757928848267e-07,4.0637655465419695e-44,878837760,29,0.9210585543983861,0.010803281514274279
1,CG,1055790,835,28,863,68,65.61784362792969,63.54841995239258,2.3875534405577453e-21,0.0,8.56722588223849,0.31102015241557623,489973504,489973760,489974016,2.42079455e-315,2.420795816e-315,2.42079708e-315,2.3879153320757372e-21,0.0,489975296,0,0.9649682886460248,0.0034221146583104708
1,CG,1055791,842,32,874,74,70.97418975830078,68.55965423583984,2.68204322176377e-39,0.0,4.672723935843138,0.19921010708056236,1913971,1913972,1913973,9.45629e-318,9.456293e-318,9.4563e-318,2.6820530308530204e-39,0.0,1913978,0,0.95911067240947,0.006678785932036381
1,CG,1055827,1149,72,1221,85,79.96993255615234,75.9169692993164,1.0476107319292332e-41,1.7014118346046923e+38,5.5350691164921715,0.3481529879091031,9223372036854783284,9295429630892711220,9367487224930639156,-3.131513062519218e-294,-2.052268400652595e-289,-1.3449746190516846e-284,1.0476107319292332e-41,-2.407412430484045e-35,7476,2264924160,0.9408227359547334,0.008088554258591108
1,CG,1055828,588,26,614,53,50.46345901489258,48.3341178894043,4.0637655465419695e-44,2.5890767574310303e-07,6.942003494419602,0.3489391477733947,3786401386711744541,3786682861688455197,3786964336665165853,1.580347175843398e-55,1.6313261169996416e-55,1.7332839993121186e-55,4.0637655465419695e-44,2.7194619178771973e-07,29,882049024,0.9521407361300487,0.005496209140306454
1,CG,1055840,1176,78,1254,86,80.7307357788086,76.4380111694336,0.0,2.390086681183689e-21,6.081966012399809,0.396967593500526,2104474051656286208,2104475151167913984,2104476250679541760,5.459902995980244e-168,5.460938048680904e-168,5.4619731013815635e-168,0.0,2.390448572701681e-21,0,489987840,0.9387294858001,0.007690459806222052
1,CG,1055841,461,34,495,45,42.113059997558594,39.72731399536133,0.0,2.682111885388522e-39,6.888005045487971,0.472187423663592,8220653303889920,8220657598857216,8220661893824512,4.0615487498107234e-308,4.0615508718065144e-308,4.0615529938023053e-308,0.0,2.6821216944777723e-39,0,1914027,0.9358457777235243,0.007181468400651461
1,CG,1055922,1189,76,1265,88,82.39002227783203,77.78650665283203,-1.1641532182693481e-10,1.0476107319292332e-41,6.5566923585293235,0.44644845389676924,32112128294912,32112145072128,32112161849344,1.5865524272501e-310,1.5865532561547e-310,1.5865540850593e-310,-1.9073486328125e-06,1.0476107319292332e-41,3070230528,7476,0.9362502531571821,0.00745778663891848
1,CG,1055923,39,5,44,5,4.425000190734863,4.030625343322754,3.4831464290618896e-07,4.0637655465419695e-44,2.2615798181303535,0.2938774933356275,125438787584,125438853120,125438918656,6.19750927385e-313,6.19751251176e-313,6.19751574967e-313,3.6135315895080566e-07,4.0637655465419695e-44,885194752,29,0.8850000381469727,0.02862500143050961
1,CG,1055949,1109,141,1250,88,77.73468017578125,69.65938568115234,2.392568223021348e-21,0.0,7.0950512263168735,0.9369430715179012,489998336,489998592,489998848,2.42091724e-315,2.420918503e-315,2.420919767e-315,2.39293011453934e-21,0.0,490000128,0,0.8833486383611505,0.011408756257890283
1,CG,1055954,1081,183,1264,89,76.02654266357422,66.2706527709961,2.6821791477148096e-39,0.0,6.202640247982762,1.0584420363094633,1914068,1914069,1914070,9.456767e-318,9.45677e-318,9.456777e-318,2.68218895680406e-39,0.0,1914075,0,0.8542308164446542,0.015073149545758597
1,CG,1056021,1459,51,1510,93,89.7339096069336,86.85836791992188,1.0476107319292332e-41,-3.6893488147419103e+19,9.939815752285513,0.361784490162027,16212958658533793076,16285016252571721012,16357073846609648948,-4.946608029470302e+173,-3.241809038193657e+178,-2.124551971270595e+183,1.0476107319292332e-41,-6.044629098073146e+23,7476,3892314112,0.9648807484616515,0.0029983266955827294
1,CG,1056022,62,9,71,8,6.972222328186035,6.203317642211914,4.0637655465419695e-44,4.3958425521850586e-07,4.514151239581542,0.6654325741273819,3813704459452678173,3813985934429388829,3814267409406099485,1.0440487148797706e-53,1.109301759559756e-53,1.1745548042397411e-53,4.0637655465419695e-44,4.5262277126312256e-07,29,888406016,0.8715277910232544,0.018118874000703857
1,CG,1056029,1522,42,1564,93,90.32333374023438,88.10287475585938,0.0,2.3951014636472916e-21,5.615969783313184,0.1664251773311339,2104580704284180480,2104581803795808256,2104582903307436032,5.560303107944241e-168,5.561338160644901e-168,5.56237321334556e-168,0.0,2.3954633551652836e-21,0,490012672,0.9712186423681115,0.004121404201164117
1,CG,1056030,166,14,180,18,16.58888816833496,15.630169868469238,0.0,2.6822478113395616e-39,2.390425999012516,0.20333842604141503,8221069915717632,8221074210684928,8221078505652224,4.061754583402447e-308,4.061756705398238e-308,4.061758827394029e-308,0.0,2.6822576204288118e-39,0,1914124,0.9216048982408311,0.02010407506837463
1,CG,1056033,1510,51,1561,93,90.09784698486328,87.63591003417969,2.524354896707238e-29,1.0477508617756657e-41,6.737623802579706,0.2170264427827965,32113755684864,32113772462080,32113789239296,1.58663283099685e-310,1.58663365990146e-310,1.58663448880606e-310,4.1359030627651384e-25,1.0477508617756657e-41,402653184,7477,0.9687940536006805,0.003800561228479831
1,CG,1056034,199,17,216,21,19.34126853942871,18.02927589416504,5.811452865600586e-07,4.0637655465419695e-44,5.290926549588414,0.4537565002772786,125445144576,125445210112,125445275648,6.197823351e-313,6.1978265889e-313,6.1978298268e-313,6.07222318649292e-07,4.0637655465419695e-44,891551744,29,0.9210127875918434,0.010786012055169002
1,CG,1056036,1530,40,1570,93,90.50835418701172,88.33598327636719,2.3975830054849507e-21,0.0,8.271826954556438,0.22771890155574015,490023168,490023424,490023680,2.421039924e-315,2.42104119e-315,2.421042454e-315,2.3979448970029427e-21,0.0,490024960,0,0.9732081095377604,0.0027447717462116827
1,CG,1056037,247,16,263,26,24.329389572143555,22.94412612915039,2.682315073665849e-39,0.0,6.966123558711511,0.4783382922292756,1914165,1914166,1914167,9.457246e-318,9.45725e-318,9.457256e-318,2.6823248827550994e-39,0.0,1914172,0,0.9357457527747521,0.00712012677658862
1,CG,1056052,1483,109,1592,93,86.87556457519531,82.10694885253906,1.0477508617756657e-41,8.0,4.616393983822803,0.32544026605902576,4755801206503251253,4827858800541179189,4899916394579107125,2.4178516392332725e+24,1.5845632502879175e+29,1.0384593717086896e+34,1.0477508617756657e-41,131072.0,7477,1224736768,0.9341458556472614,0.01035326356091652
1,CG,1056053,476,56,532,46,41.10887908935547,37.67689895629883,4.0637655465419695e-44,7.636845111846924e-07,3.175620117908438,0.3778342369589758,3841007532193611805,3841289007170322461,3841570482147033117,7.099531261182438e-52,7.517150747134343e-52,7.934770233086249e-52,4.0637655465419695e-44,7.897615432739258e-07,29,894763008,0.8936712845512058,0.02086831497898487
1,CG,1056086,1537,74,1611,95,90.59405517578125,86.78912353515625,0.0,2.4001162461108944e-21,9.040927884341285,0.4396958425236422,2104687356912074752,2104688456423702528,2104689555935330304,5.660703219908238e-168,5.661738272608898e-168,5.662773325309557e-168,0.0,2.4004781376288863e-21,0,490037504,0.9536216334292763,0.004219921908997399
1,CG,1056087,1226,80,1306,87,81.52200317382812,77.02218627929688,0.0,2.682383737290601e-39,6.571122927735095,0.44155674714914833,8221486527545344,8221490822512640,8221495117479936,4.0619604169941707e-308,4.0619625389899616e-308,4.0619646609857526e-308,0.0,2.6823935463798513e-39,0,1914221,0.9370345192394037,0.007363432882275507
1,CG,1056143,1250,52,1302,88,84.3591079711914,81.28402709960938,6.338253001141147e+29,1.0477508617756657e-41,7.008709940743074,0.3024920102782186,32115383074816,32115399852032,32115416629248,1.5867132347436e-310,1.5867140636482e-310,1.58671489255283e-310,1.0384593717069655e+34,1.0477508617756657e-41,2030043136,7477,0.9586262269453569,0.00477211168632381
1,CG,1056144,2019,37,2056,94,92.31718444824219,90.76179504394531,9.424984455108643e-07,4.0637655465419695e-44,15.521881037303748,0.2829425849393614,125451501568,125451567104,125451632640,6.1981374281e-313,6.19814066603e-313,6.19814390394e-313,9.834766387939453e-07,4.0637655465419695e-44,897908736,29,0.9820977068961935,0.0010462353786421421
1,CG,1056145,1184,47,1231,83,80.04144287109375,77.4509048461914,2.4025977879485534e-21,0.0,9.3884944013037,0.34702519150494593,490048000,490048256,490048512,2.42116261e-315,2.421163875e-315,2.42116514e-315,2.4029596794665454e-21,0.0,490049792,0,0.9643547333866717,0.0032019578823571336
1,CG,1056146,2014,59,2073,94,91.23670196533203,88.80831146240234,2.6824509996168887e-39,0.0,9.182243719619898,0.27810382749158585,1914262,1914263,1914264,9.457726e-318,9.45773e-318,9.457736e-318,2.682460808706139e-39,0.0,1914269,0,0.9706032123971493,0.0027276929712878005
1,CG,1056153,1031,101,1132,79,71.88179016113281,66.38105773925781,1.0477508617756657e-41,-1.734723475976807e-18,5.051227269538934,0.5002059014916949,11745387828182261045,11817445422220188981,11889503016258116917,-1.1818212630785363e-125,-7.745183829711495e-121,-5.075883674639726e-116,1.0477508617756657e-41,-2.842170943040401e-14,7477,2852126720,0.9098960779890229,0.012514087087347857
1,CG,1056154,1883,163,2046,93,85.85385131835938,79.7423095703125,4.0637655465419695e-44,1.296401023864746e-06,11.486107379868995,0.9560599769189478,3868310604934545437,3868592079911256093,3868873554887966749,4.81097647816598e-50,5.078252949175199e-50,5.345529420184419e-50,4.0637655465419695e-44,1.3485550880432129e-06,29,901120000,0.9231596915952621,0.005277115923808365
1,CG,1056169,985,34,1019,74,71.43806457519531,69.24679565429688,0.0,2.405131028574497e-21,7.387799002352087,0.2649436835671833,2104794009539969024,2104795109051596800,2104796208563224576,5.761103331872235e-168,5.7621383845728945e-168,5.763173437273554e-168,0.0,2.405492920092489e-21,0,490062336,0.9653792510161529,0.003862607954126839
1,CG,1056170,1973,35,2008,93,91.37910461425781,89.90033721923828,0.0,2.6825196632416406e-39,12.611517536877258,0.22370486851478183,8221903139373056,8221907434340352,8221911729307648,4.0621662505858943e-308,4.0621683725816853e-308,4.062170494577476e-308,0.0,2.682529472330891e-39,0,1914318,0.9825710173576109,0.0012377981867328829
1,CG,1056187,858,113,971,75,66.5959243774414,60.323970794677734,-137438953472.0,1.0477508617756657e-41,4.604136516401466,0.5810192113427345,32117010464768,32117027241984,32117044019200,1.5867936384904e-310,1.586794467395e-310,1.5867952962996e-310,-2251799813685248.0,1.0477508617756657e-41,3657433088,7477,0.8879456583658855,0.016086606471159594
1,CG,1056188,1658,253,1911,96,83.28511047363281,73.4540023803711,1.6540288925170898e-06,4.0637655465419695e-44,7.025985470962406,1.0726362559779556,125457858560,125457924096,125457989632,6.19845150526e-313,6.19845474317e-313,6.19845798107e-313,1.7061829566955566e-06,4.0637655465419695e-44,904265728,29,0.8675532341003418,0.012628794069123137
1,CG,1056299,1271,73,1344,88,83.1655044555664,79.156982421875,2.407612570412156e-21,0.0,6.672697118374886,0.38789068495789214,490072832,490073088,490073344,2.421285297e-315,2.42128656e-315,2.421287827e-315,2.407974461930148e-21,0.0,490074624,0,0.9450625506314364,0.006441133983302464
1,CG,1056300,1027,65,1092,78,73.23180389404297,69.2259292602539,2.682586925567928e-39,0.0,7.873420825921266,0.5126463165790269,1914359,1914360,1914361,9.458205e-318,9.45821e-318,9.458215e-318,2.6825967346571784e-39,0.0,1914366,0,0.9388692806928586,0.006114782005367603
1,CG,1056305,1245,131,1376,88,79.64338684082031,72.94769287109375,1.0478909916220982e-41,3.76158192263132e-37,6.896860152560131,0.723655718246856,288230376151719222,360287970189647158,432345564227575094,5.776622002777046e-275,3.785766995739965e-270,2.4810402583281436e-265,1.0478909916220982e-41,6.162975822039155e-33,7478,184549376,0.9050384868275035,0.009969684584600253
1,CG,1056306,980,117,1097,78,69.41686248779297,62.4874267578125,4.0637655465419695e-44,2.130866050720215e-06,8.57256955360885,1.0599664213363587,3895613677675479069,3895895152652189725,3896176627628900381,3.2500818874721275e-48,3.421138828918028e-48,3.5921957703639286e-48,4.0637655465419695e-44,2.2351741790771484e-06,29,907476992,0.8899597754845252,0.00921053770566371
1,CG,1056328,1268,328,1596,91,71.77766418457031,58.65538787841797,0.0,2.4101458110381e-21,5.010188393352517,1.3417478109616858,2104900662167863296,2104901761679491072,2104902861191118848,5.861503443836232e-168,5.862538496536891e-168,5.863573549237551e-168,0.0,2.4105077025560918e-21,0,490087168,0.7887655404897836,0.02266266436423534
1,CG,1056329,857,233,1090,80,62.90678024291992,51.388221740722656,0.0,2.68265558919268e-39,4.642722596496087,1.2615345644240124,8222319751200768,8222324046168064,8222328341135360,4.062372084177618e-308,4.062374206173409e-308,4.0623763281692e-308,0.0,2.6826653982819303e-39,0,1914415,0.786334753036499,0.024334610558036752
1,CG,1056334,1274,356,1630,91,71.59064483642578,58.35147476196289,2.9802322387695312e-08,1.0478909916220982e-41,5.064780771393285,1.3731421059584574,32118637854720,32118654631936,32118671409152,1.58687404223715e-310,1.58687487114176e-310,1.58687570004636e-310,0.00048828125,1.0478909916220982e-41,989855744,7478,0.7867103828178658,0.022559679516894467
1,CG,1056335,873,215,1088,78,62.27225875854492,51.22807312011719,2.8461217880249023e-06,4.0637655465419695e-44,5.745572223559936,1.4511256700455335,125464215552,125464281088,125464346624,6.1987655824e-313,6.1987688203e-313,6.1987720582e-313,2.950429916381836e-06,4.0637655465419695e-44,910622720,29,0.798362291776217,0.019639609137190435
1,CG,1056344,266,1381,1647,89,14.767379760742188,7.883388996124268,2.412627352875759e-21,0.0,0.2060088612012546,1.0355647249032434,490097664,490097920,490098176,2.421407983e-315,2.42140925e-315,2.421410513e-315,2.412989244393751e-21,0.0,490099456,0,0.16592561528923805,0.061739800262650905
1,CG,1056345,228,861,1089,77,15.341476440429688,8.486166954040527,2.6827228515189677e-39,0.0,0.2457051826641117,0.9875072228432363,1914456,1914457,1914458,9.458684e-318,9.45869e-318,9.458694e-318,2.682732660608218e-39,0.0,1914463,0,0.1992399537718141,0.07144120917444659
1,CG,1056350,1390,198,1588,89,77.96776580810547,69.3206558227539,1.0478909916220982e-41,9.44473296573929e+21,7.350773610923043,1.040115169734293,7277816997830729014,7349874591868656950,7421932185906584886,9.124881235259542e+192,5.980082166339693e+197,3.919106648532381e+202,1.0478909916220982e-41,1.5474250491067253e+26,7478,1811939328,0.8760423124506233,0.011563567813779036
1,CG,1056351,960,164,1124,80,68.7955551147461,60.154056549072266,4.0637655465419695e-44,3.5762786865234375e-06,7.374082550572187,1.2009860430574357,3922916750416412701,3923198225393123357,3923479700369834013,2.189528850507538e-46,2.2990052930329143e-46,2.4084817355582906e-46,4.0637655465419695e-44,3.680586814880371e-06,29,913833984,0.8599444389343261,0.012578500060081339
1,CG,1056376,1510,71,1581,88,83.93218231201172,80.41891479492188,0.0,2.4151605935017026e-21,9.027789513238325,0.43753660221617285,2105007314795757568,2105008414307385344,2105009513819013120,5.9619035558002285e-168,5.962938608500888e-168,5.963973661201548e-168,0.0,2.4155224850196945e-21,0,490112000,0.9537747990001332,0.004212810122303009
1,CG,1056377,957,45,1002,72,68.84163665771484,66.15194702148438,0.0,2.6827915151437196e-39,7.668534051611123,0.3518222112890424,8222736363028480,8222740657995776,8222744952963072,4.0625779177693416e-308,4.0625800397651325e-308,4.0625821617609235e-308,0.0,2.68280132423297e-39,0,1914512,0.9561338424682617,0.0046496963681625265
1,CG,1056382,1372,145,1517,86,77.59947204589844,70.46846771240234,-6.462348535570529e-27,1.0478909916220982e-41,14.154890984605903,1.5323371959684242,32120265244672,32120282021888,32120298799104,1.5869544459839e-310,1.58695527488853e-310,1.58695610379313e-310,-1.0587911840678754e-22,1.0478909916220982e-41,2617245696,7478,0.9023194423941678,0.00528182783371111
1,CG,1056383,932,95,1027,76,69.11100006103516,63.60028076171875,4.76837158203125e-06,4.0637655465419695e-44,6.548228630074507,0.652728893997652,125470572544,125470638080,125470703616,6.19907965953e-313,6.19908289744e-313,6.19908613535e-313,4.976987838745117e-06,4.0637655465419695e-44,916979712,29,0.9093552639609889,0.010051054114776055
